name,images
"Berlin, Germany","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fef0607393623c2de9e8/images/d90035a54619bc8a8bb29ea09ae69adcdd2489e62ca9e679c81566d85ffb56ce.jpeg', 'source': 'britannica.com', 'title': 'Berlin | History, Map, Population, Attractions, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Berlin', 'original': 'https://cdn.britannica.com/49/179449-138-9F4EC401/Overview-Berlin.jpg?w=800&h=450&c=crop', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fef0607393623c2de9e8/images/d90035a54619bc8aaae764085a9649d9263ec95c7bae7f909dc1aae2844476d3.jpeg', 'source': 'cntraveler.com', 'title': '17 Best Things to Do in Berlin | Condé Nast Traveler', 'link': 'https://www.cntraveler.com/gallery/best-things-to-do-in-berlin', 'original': 'https://media.cntraveler.com/photos/5b914e80d5806340ca438db1/16:9/w_2580,c_limit/BrandenburgGate_2018_GettyImages-549093677.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fef0607393623c2de9e8/images/d90035a54619bc8a58890c7cd58f9dd9243c8dbe1355b29d9525d68849d246de.jpeg', 'source': 'theplanetd.com', 'title': 'The Best Places to Visit in Berlin, Germany | The Planet D', 'link': 'https://theplanetd.com/places-to-visit-in-berlin/', 'original': 'https://theplanetd.com/images/places-to-visit-in-berlin-germany.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fef0607393623c2de9e8/images/d90035a54619bc8a63e36730cd82bdb73df5365a9074e026a4cc8e551a1041ff.jpeg', 'source': 'travelandleisure.com', 'title': 'Berlin Travel Guide - Things To Do & Vacation Ideas | Travel + Leisure', 'link': 'https://www.travelandleisure.com/travel-guide/berlin', 'original': 'https://www.travelandleisure.com/thmb/Kgm8jWeJOKPMoZto2cxYjTsQJ9Q=/1800x1012/smart/filters:no_upscale()/berlin-germany-aerial-lead-BERLINTG0921-475e3a333c7f4fdea7743c6fc2f261af.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fef0607393623c2de9e8/images/d90035a54619bc8a6bfdb8947b5db350d87c6dfa507f5925b32cbc918a48de7c.jpeg', 'source': 'engineering.nd.edu', 'title': 'Berlin, Germany Summer Engineering - College of Engineering', 'link': 'https://engineering.nd.edu/departments-programs/study-abroad/berlin-summer-engineering/', 'original': 'https://engineering.nd.edu/wp-content/uploads/2020/09/iStock-490642704-960x533.jpg', 'is_product': False}]"

"Cancun, MexicoÂ ","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fef366d81f8dcdc0433c/images/c879058c6bb13ea3a2ff232301e380b04f6e89d5c9af941b83e7ea530fd882b4.jpeg', 'source': 'insider.com', 'title': 'Cancun, Mexico: a Complete Travel Guide', 'link': 'https://www.insider.com/everything-you-need-to-know-about-traveling-to-cancun-mexico', 'original': 'https://i.insider.com/623e20cf093c4d00180516af?width=700', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fef366d81f8dcdc0433c/images/c879058c6bb13ea36c3ff950daeed7d0a8200584c4193cfaa4c5502247ee72c6.jpeg', 'source': 'travelandleisure.com', 'title': '13 Best All-inclusive Resorts in Cancun', 'link': 'https://www.travelandleisure.com/hotels-resorts/all-inclusive-resorts/best-cancun-all-inclusive-resorts', 'original': 'https://www.travelandleisure.com/thmb/4P4VfFp5H2ahn2n3qTsIoDEeTLg=/1600x900/smart/filters:no_upscale()/header-cancun-hotel-zone-CANCUNALLIN0117-6ed309db327e4a639f9e002fdfc7f658.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fef366d81f8dcdc0433c/images/c879058c6bb13ea3eb95cbea7006920d075ee498d0cb3b48961a19830fe9b64d.jpeg', 'source': 'destinationlesstravel.com', 'title': '40 EPIC Things to do in Cancun, Mexico (2022 Guide!)', 'link': 'https://destinationlesstravel.com/things-to-do-in-cancun/', 'original': 'https://destinationlesstravel.com/wp-content/uploads/2022/04/Arial-view-of-cancun-hotel-zone-Mexico.jpg.webp', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fef366d81f8dcdc0433c/images/c879058c6bb13ea39d98237e7f81935c361f9d03963cb13d27b35f135d641e7d.jpeg', 'source': 'islandlifemexico.com', 'title': 'Cancun Visitors Guide 2022 | Things To Do In Cancun & More!', 'link': 'https://www.islandlifemexico.com/cancun-visitors-guide/', 'original': 'https://www.islandlifemexico.com/wp-content/uploads/2021/09/cancun-visitors-guide-square.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fef366d81f8dcdc0433c/images/c879058c6bb13ea3ff438183175095af68dcba5771c4c75642c3579ed517f18c.jpeg', 'source': 'mexicancaribbean.travel', 'title': 'Visit Cancun, Mexico | Cancun Tourism, Travel & Vacations', 'link': 'https://www.mexicancaribbean.travel/cancun/', 'original': 'https://s3.amazonaws.com/crowdriff-media/full/22bab5ad4b9aa1027ad00a84ea7493d2c0c5e666d43d3b9413e332bdbd3f1780.jpg', 'is_product': False}]"

"Moscow, Russia","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311fefb925641b076056052/images/e6ba59b5959ea52fe10075ecbb7daff95b399dc4712200bde7633c9ec84b92c6.jpeg', 'source': 'en.wikipedia.org', 'title': 'Moscow - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Moscow', 'original': 'https://upload.wikimedia.org/wikipedia/commons/8/85/Saint_Basil%27s_Cathedral_and_the_Red_Square.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311fefb925641b076056052/images/e6ba59b5959ea52f9a415b603a4c4c538993b83107cd76097055d50ebb918314.jpeg', 'source': 'hotels.com', 'title': '10 Best Things to Do in Moscow - What is Moscow Most Famous For? – Go Guides', 'link': 'https://www.hotels.com/go/russia/things-to-do-moscow', 'original': 'https://a.cdn-hotels.com/gdcs/production29/d1375/234f7170-c9f4-4cee-a372-1a198e388483.jpg?impolicy=fcrop&w=800&h=533&q=medium', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311fefb925641b076056052/images/e6ba59b5959ea52f1b09394ad789c41de2dd795376dc245a8f3c39d92ac5c9a2.jpeg', 'source': 'britannica.com', 'title': 'Moscow | History, Geography, Population, & Map | Britannica', 'link': 'https://www.britannica.com/place/Moscow', 'original': 'https://cdn.britannica.com/57/144557-050-00422BA6/Moscow.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311fefb925641b076056052/images/e6ba59b5959ea52f333249de862f3b7b4005f12d15d5799122c736a101558fff.jpeg', 'source': 'rees.sas.upenn.edu', 'title': ""Saint Basil's Cathedral, Moscow, Russia | Russian and East European Studies"", 'link': 'https://rees.sas.upenn.edu/about/spotlight/saint-basils-cathedral-moscow-russia', 'original': 'https://rees.sas.upenn.edu/sites/default/files/styles/spotlight_node/public/1_Saint_Basils_Cathedral.jpg?itok=DyMwz2JP', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311fefb925641b076056052/images/e6ba59b5959ea52f95429fd091966026dc6165ccf36854b817cd607675ccc842.jpeg', 'source': 'bbc.com', 'title': 'Mini guide to Moscow, Russia - BBC Travel', 'link': 'https://www.bbc.com/travel/article/20110407-mini-guide-to-moscow-russia', 'original': 'https://ychef.files.bbci.co.uk/976x549/p014pj4v.jpg', 'is_product': False}]"

"Orlando, USA","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311feff7bea27e9793f6673/images/f84829ad103edbd1d2993476cf8c315a2dc49066b15a584274f2debc42b3e152.jpeg', 'source': 'en.wikipedia.org', 'title': 'Orlando, Florida - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Orlando,_Florida', 'original': 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Lake_Eola_Park_in_Orlando_06.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311feff7bea27e9793f6673/images/f84829ad103edbd1a4cbfa347ce580fe28f8396a3c1d099d5d4d7abf839e0a60.jpeg', 'source': 'britannica.com', 'title': 'Orlando | History, Attractions, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Orlando-Florida', 'original': 'https://cdn.britannica.com/07/201607-050-0B5774CB/Orlando-Florida-aerial-cityscape-towards-Eola-Lake.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311feff7bea27e9793f6673/images/f84829ad103edbd1a1709f7271c6c0678ba1608ef3f458d21ce6295d2cd0c4e6.jpeg', 'source': 'tripadvisor.com', 'title': 'Orlando, FL 2022: Best Places to Visit - Tripadvisor', 'link': 'https://www.tripadvisor.com/Tourism-g34515-Orlando_Florida-Vacations.html', 'original': 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/09/e0/eb/universal-s-islands-of.jpg?w=600&h=400&s=1', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311feff7bea27e9793f6673/images/f84829ad103edbd13cc8cfaac74cf89178d7f8ae7daa8a3a22a4ee65ea5aba00.jpeg', 'source': 'simple.wikipedia.org', 'title': 'Orlando, Florida - Simple English Wikipedia, the free encyclopedia', 'link': 'https://simple.wikipedia.org/wiki/Orlando,_Florida', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Orlando_collage.jpg/300px-Orlando_collage.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311feff7bea27e9793f6673/images/f84829ad103edbd132485ac65f581365e47ca75ee66e8d71ce78910d30e13daf.jpeg', 'source': 'travel.usnews.com', 'title': '20 Top Things to Do in Orlando With Kids', 'link': 'https://travel.usnews.com/features/top-things-to-do-in-orlando-with-kids', 'original': 'https://www.usnews.com/object/image/00000181-5eb1-db3d-abad-7fbb23ce0000/1-intro-orlando-stock.jpg?update-time=1655151075497&size=responsive640', 'is_product': False}]"

"Madrid, Spain","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311ff019d15860a94132007/images/b3da2315ad3df7e1ec5967ef85fbba2d7850a98a55d83575ea46705ad1d21f83.jpeg', 'source': 'tripsavvy.com', 'title': 'Top Things to Do in Madrid, Spain', 'link': 'https://www.tripsavvy.com/things-to-do-in-madrid-p2-1643673', 'original': 'https://www.tripsavvy.com/thmb/Aig5L_lV_pXswcD2SYpWO2Ms-S0=/1339x1004/smart/filters:no_upscale()/thingstodoinmadridskyline-d05bf06ef9144f04973d5bfc50fbcee6.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311ff019d15860a94132007/images/b3da2315ad3df7e155fb63e26b1cefe3f1dc80412399e63e53ab625995c1e3b3.jpeg', 'source': 'fodors.com', 'title': ""Best 20 Things to Do in Madrid, Spain – Fodor's Travel"", 'link': 'https://www.fodors.com/world/europe/spain/madrid/experiences/news/25-ultimate-things-to-do-in-madrid', 'original': 'https://www.fodors.com/wp-content/uploads/2021/07/UltimateMadrid__HERO_shutterstock_374325199.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311ff019d15860a94132007/images/b3da2315ad3df7e1a988e07e69a564d4743dff62ab885fb8a41aae717365298c.jpeg', 'source': 'travelandleisure.com', 'title': 'Things to Do in Madrid, Spain on a Budget', 'link': 'https://www.travelandleisure.com/trip-ideas/city-vacations/madrid-spain-activities', 'original': 'https://www.travelandleisure.com/thmb/iTVKEh93qjnAxRNbS_og8xOPyuw=/1800x1200/filters:fill(auto,1)/madrid-spain-city-landscape-WELLSPENTMADRID1221-4b8d575977a745b8b0da3416d1764355.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311ff019d15860a94132007/images/b3da2315ad3df7e1aa7671ceb2616068084b8a54604a9249c102eb536f1439d7.jpeg', 'source': 'thrillist.com', 'title': 'Thing to Do in Madrid: Best Museums, Tapas, Shopping & More - Thrillist', 'link': 'https://www.thrillist.com/travel/nation/things-to-do-in-madrid-spain', 'original': 'https://assets3.thrillist.com/v1/image/2699171/792x528/scale;webp=auto;jpeg_quality=60;progressive.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311ff019d15860a94132007/images/b3da2315ad3df7e1226cecd637094a84f45680961c24560cde4fe22f65ee8b45.jpeg', 'source': 'tripsavvy.com', 'title': 'Best Beaches Near Madrid (And How to Get There)', 'link': 'https://www.tripsavvy.com/the-nearest-beach-to-madrid-1643658', 'original': 'https://www.tripsavvy.com/thmb/FKqYbCADhfOIo9l0sE6OjccRmnw=/1500x844/smart/filters:no_upscale()/beachMadridvalenciapeniscola-9cd452f7e46b4aeca6a00c1b3f450ac1.jpg', 'is_product': False}]"

"Venice, Italy","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311ff062fe30205c6ee86d0/images/c3a572a5c2ba1bd864f57d01a495ce8b3b1e1b61e076eb354fa0003ed3ea076c.jpeg', 'source': 'lonelyplanet.com', 'title': '15 best things to do in Venice - Lonely Planet', 'link': 'https://www.lonelyplanet.com/articles/top-things-to-do-in-venice', 'original': 'https://lp-cms-production.imgix.net/2021-09/shutterstockRF_696042793.jpg?auto=format&q=40&ar=16%3A9&fit=crop', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311ff062fe30205c6ee86d0/images/c3a572a5c2ba1bd84a8468f6ac2b5ac3ebc087873d66b3cfe64bfa4672e7fbb2.jpeg', 'source': 'honestlywtf.com', 'title': 'Visiting Venice, Italy - Honestly WTF', 'link': 'https://honestlywtf.com/travel/visiting-venice-italy/', 'original': 'https://honestlywtf.com/wp-content/uploads/2019/10/venice19.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311ff062fe30205c6ee86d0/images/c3a572a5c2ba1bd8efc8401c2445e6ee5f9283fc26a59d9f0d4e5a5598eb671f.jpeg', 'source': 'expertvagabond.com', 'title': '30 Best Things To Do In Venice, Italy (The Floating City)', 'link': 'https://expertvagabond.com/venice-italy-things-to-do/', 'original': 'https://expertvagabond.com/wp-content/uploads/venice-italy-highlights-guide-900x600.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311ff062fe30205c6ee86d0/images/c3a572a5c2ba1bd8e8ad5f98e591850219a3c99663a17b40aa175645976643bf.jpeg', 'source': 'travelandleisure.com', 'title': 'Venice Travel Guide', 'link': 'https://www.travelandleisure.com/travel-guide/venice', 'original': 'https://www.travelandleisure.com/thmb/T3b2Kn5Txa86LB2h-mCM1vTcNKY=/1200x1200/smart/filters:no_upscale()/venice-italy-VENICETG0521-cddab02114ae44f08ba49c8c3fc9158c.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311ff062fe30205c6ee86d0/images/c3a572a5c2ba1bd8aa23eb43174000d56f1e2fae7f9620005387aaf9fa0834da.jpeg', 'source': 'saltinourhair.com', 'title': '11 Unmissable Things To Do in Venice (Italy) · Salt in our Hair', 'link': 'https://www.saltinourhair.com/italy/venice/', 'original': 'https://static.saltinourhair.com/wp-content/uploads/2019/04/23140026/things-to-do-venice-italy-header-768x662.jpg', 'is_product': False}]"

"Dublin, Ireland","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311ff0a3944b0e29e60cce3/images/deb70948e8f400b2b56d638783fbd02aceffac2fba0b873df9ac6cdf83172fe5.jpeg', 'source': 'travelandleisure.com', 'title': 'Dublin Travel Guide: Dublin Vacation + Trip Ideas', 'link': 'https://www.travelandleisure.com/travel-guide/dublin', 'original': 'https://www.travelandleisure.com/thmb/DOEJIatP8v0nDHnHH8S3ukBEk3g=/1600x1200/smart/filters:no_upscale()/dublin-ireland-DUBLINTG0721-e1066115faf74b958a7b1d792ba13c1c.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311ff0a3944b0e29e60cce3/images/deb70948e8f400b2087a0cd9e4bbf22f2b22d606979314f733cfe11a95f0d9c9.jpeg', 'source': 'theculturetrip.com', 'title': 'Dublin, Ireland travel guide', 'link': 'https://theculturetrip.com/europe/ireland/dublin/', 'original': 'https://cdn.theculturetrip.com/wp-content/uploads/2019/04/rbja0c-1-1.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311ff0a3944b0e29e60cce3/images/deb70948e8f400b2043faa98d04f8121639e7ff572795a29a7c7547ed5eecd33.jpeg', 'source': 'journeywoman.com', 'title': '20 Things to know about Dublin, Ireland - JourneyWoman.com', 'link': 'https://journeywoman.com/travel-tips/20-things-women-should-know-dublin-ireland/', 'original': 'https://kcaawiu9401j7esswetsp6l2-wpengine.netdna-ssl.com/wp-content/uploads/2019/12/25-things-to-know-dublin-ireland.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311ff0a3944b0e29e60cce3/images/deb70948e8f400b2a58c84705d955ddda181c870e42b01c405cdd8f0c1434dee.jpeg', 'source': 'travelpulse.com', 'title': 'Dublin, Ireland - Travel Guide and Latest News | TravelPulse', 'link': 'https://www.travelpulse.com/destinations/europe/ireland/dublin.html', 'original': 'https://cdn.travelpulse.com/images/f1a9edf4-a957-df11-b491-006073e71405/e1683863-2873-427e-b6b2-90b3d776db53/630x355.jpg', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311ff0a3944b0e29e60cce3/images/deb70948e8f400b2a3b07ed61bf35f09a7d47f3e5838c321bcd75a286656fe7c.jpeg', 'source': 'escales.ponant.com', 'title': 'Cork or Dublin: A Tale of Two Cities | Magazine PONANT', 'link': 'https://escales.ponant.com/en/visit-cork-or-dublin/', 'original': 'https://escales.ponant.com/wp-content/uploads/2021/02/une-irlande.jpg', 'is_product': False}]"

"Riyadh, Saudi Arabia","[{'position': 1, 'thumbnail': 'https://serpapi.com/searches/6311ff0e5f2203701ee43b37/images/94bd03d2129a8bf94316174c8a2780d6a0927b1340713c00f0ba2ab5f4f5e48c.jpeg', 'source': 'britannica.com', 'title': 'Riyadh | History, Population, Climate, & Facts | Britannica', 'link': 'https://www.britannica.com/place/Riyadh', 'original': 'https://cdn.britannica.com/79/96379-050-FDCFF8D3/landmark-tower-Markaz-al-Mamlakah-Saudi-Arabia-Riyadh.jpg', 'is_product': False}, {'position': 2, 'thumbnail': 'https://serpapi.com/searches/6311ff0e5f2203701ee43b37/images/94bd03d2129a8bf91153c7c332395d597b904403de14abc1717fb7fcca7f8ba5.jpeg', 'source': 'travellens.co', 'title': '15 Best Things to Do in Riyadh', 'link': 'https://www.travellens.co/best-things-to-do-in-riyadh/', 'original': 'https://www.travellens.co/content/images/2022/06/Riyadh-Saudi-Arabia.jpg', 'is_product': False}, {'position': 3, 'thumbnail': 'https://serpapi.com/searches/6311ff0e5f2203701ee43b37/images/94bd03d2129a8bf951823edbef7791421e581a790d69a6528f9de74a60cb58aa.jpeg', 'source': 'en.wikipedia.org', 'title': 'Riyadh - Wikipedia', 'link': 'https://en.wikipedia.org/wiki/Riyadh', 'original': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Riyadh_Skyline_showing_the_King_Abdullah_Financial_District_%28KAFD%29_and_the_famous_Kingdom_Tower_.jpg/1200px-Riyadh_Skyline_showing_the_King_Abdullah_Financial_District_%28KAFD%29_and_the_famous_Kingdom_Tower_.jpg', 'is_product': False}, {'position': 4, 'thumbnail': 'https://serpapi.com/searches/6311ff0e5f2203701ee43b37/images/94bd03d2129a8bf9504417cb012327521be86503a7657355da50b394dfdb905f.jpeg', 'source': 'iso.org', 'title': 'ISO - Riyadh International Summit on Standards within G20 activities', 'link': 'https://www.iso.org/news/ref2575.html', 'original': 'https://www.iso.org/files/live/sites/isoorg/files/news/News_archive/2020/10/Ref2575/Ref2575.jpg/thumbnails/300x300', 'is_product': False}, {'position': 5, 'thumbnail': 'https://serpapi.com/searches/6311ff0e5f2203701ee43b37/images/94bd03d2129a8bf963d8bd074071a0540878dce905ba40f6fd803ab8582d7c04.jpeg', 'source': 'timesofisrael.com', 'title': 'Dozens of Israeli business and tech figures visit Saudi Arabia -- report |  The Times of Israel', 'link': 'https://www.timesofisrael.com/dozens-of-israeli-business-and-tech-figures-visit-saudi-arabia-report/', 'original': 'https://static.timesofisrael.com/www/uploads/2022/05/iStock-1293325404.jpg', 'is_product': False}]"

